date,firm,n,sd,source,con,green,lab,ld,ukip,snp
2015-09-22,"Ipsos MORI/Evening Standard",1255,0.027,NA,39,4,34,9,7,5
2015-09-28,"ComRes/Daily Mail",1009,0.03,NA,39,4,30,9,12,4
2015-09-30,"YouGov/The Sun",2064,0.021,NA,37,2,31,7,17,5
2015-10-11,"ICM/The Guardian",1002,0.03,NA,38,3,34,7,11,5
2015-10-15,"ComRes/Independent on Sunday, Sunday Mirror",2051,0.021,NA,42,3,29,7,13,5
2015-10-16,Opinium,1934,0.022,NA,37,4,32,5,15,6
2015-10-19,"Ipsos MORI/Evening Standard",1021,0.029,NA,36,3,32,10,12,5
2015-10-25,"ComRes/Daily Mail",1002,0.03,NA,38,3,33,8,10,3
2015-10-27,"BMG Research",1467,0.025,NA,37,5,31,6,15,4
2015-11-11,Survation/Leave.EU,2007,0.021,NA,36,3,30,7,15,5
2015-11-15,"ICM/The Guardian",1006,0.03,NA,39,3,33,7,12,5
2015-11-17,Survation/Leave.EU,1546,0.024,NA,37,3,30,6,16,5
2015-11-17,"Ipsos MORI/Evening Standard",1021,0.03,NA,41,4,34,7,7,6
2015-11-17,"BMG Research",1334,0.026,NA,37,4,30,7,15,4
2015-11-20,"ComRes/Independent on Sunday, Sunday Mirror",2067,0.021,NA,42,3,27,7,15,5
2015-11-22,"ComRes/Daily Mail",1000,0.03,NA,40,3,29,8,11,4
2015-11-24,YouGov,4317,0.014,NA,38,3,29,6,17,5
2015-12-01,"YouGov/The Times",1657,0.024,NA,41,3,30,6,16,4
2015-12-11,"ComRes/Independent on Sunday, Sunday Mirror",2049,0.021,NA,40,3,29,7,16,4
2015-12-13,"ComRes/Daily Mail",1001,0.03,NA,37,5,33,7,11,4
2015-12-14,"Ipsos MORI/Evening Standard",1040,0.03,NA,38,6,31,9,9,5
2015-12-18,"YouGov/The Times",1598,0.024,NA,39,3,29,6,17,5
2015-12-18,Opinium/Observer,1936,0.022,NA,38,5,30,5,16,6
2015-12-20,"ICM/The Guardian",1003,0.03,NA,39,3,34,7,10,4
2016-01-14,"Panelbase/Sunday Times",2087,0.021,NA,39,5,31,6,14,5
2016-01-15,"ComRes/Sunday Mirror, Independent on Sunday",2004,0.021,NA,40,3,29,7,16,4
2016-01-16,"Survation/Mail on Sunday",1017,0.03,NA,37,3,30,7,16,5
2016-01-17,"ICM/The Guardian",1001,0.03,NA,40,3,35,6,10,4
2016-01-24,"ComRes/Daily Mail",1006,0.03,NA,37,4,32,6,12,4
2016-01-25,"Ipsos MORI",1027,0.03,NA,40,4,31,7,11,5
2016-01-28,YouGov,1735,0.023,NA,39,3,30,6,17,4
2016-02-04,"YouGov/The Times",1675,0.023,NA,39,3,29,6,18,4
2016-02-12,"ComRes/Sunday Mirror, Independent on Sunday",2018,0.021,NA,41,3,27,9,15,5
2016-02-14,"ICM/The Guardian",1004,0.03,NA,39,4,32,7,11,4
2016-02-16,"Ipsos MORI",1001,0.03,NA,39,3,33,6,12,6
2016-02-22,"ComRes/Daily Mail",1000,0.03,NA,38,3,31,8,12,4
2016-02-23,"YouGov/The Times",3482,0.016,NA,37,3,30,8,16,6
2016-02-23,"BMG Research",1268,0.027,NA,38,5,30,5,16,5
2016-03-10,"ComRes/Sunday Mirror, Independent on Sunday",2059,0.021,NA,38,4,29,7,16,4
2016-03-13,"ICM/The Guardian",1001,0.03,NA,36,3,36,8,11,3
2016-03-17,"YouGov/The Times",1691,0.023,NA,33,3,34,6,16,6
2016-03-20,"ComRes/Daily Mail",1002,0.03,NA,37,4,35,7,9,5
2016-03-22,"Ipsos MORI",1023,0.029,NA,36,3,34,10,11,5
2016-03-29,"BMG Research",1298,0.026,NA,36,5,31,7,16,5
2016-04-01,Opinium/Observer,1966,0.021,NA,33,4,32,5,17,6
2016-04-12,"YouGov/The Times",1639,0.023,NA,31,3,34,8,17,7
2016-04-14,"ComRes/Sunday Mirror, Independent on Sunday",2036,0.021,NA,35,4,30,8,16,5
2016-04-17,"ICM/The Guardian",2008,0.021,NA,36,4,31,7,16,4
2016-04-18,"Ipsos MORI/Evening Standard",1026,0.03,NA,38,3,35,6,11,6
2016-04-26,"YouGov/The Times",1650,0.023,NA,30,3,33,6,20,8
2016-04-26,"BMG Research",1375,0.025,NA,33,4,32,6,18,5
2016-04-29,Opinium/Observer,2005,0.021,NA,38,5,30,5,15,5
2016-05-12,"ComRes/Sunday Mirror, Independent on Sunday",2043,0.021,NA,36,4,30,8,17,5
2016-05-15,"ICM/The Guardian",2048,0.021,NA,34,4,32,7,17,5
2016-05-16,"Ipsos MORI/Evening Standard",1002,0.03,NA,36,5,34,8,10,5
2016-05-19,Opinium/Observer,2008,0.021,NA,35,5,30,5,18,6
2016-05-29,"ICM/The Guardian",2052,0.021,NA,36,4,31,7,17,4
2016-06-03,Opinium/Observer,2007,0.021,NA,34,4,30,6,18,6
2016-06-10,Opinium/Observer,2009,0.021,NA,35,4,32,4,18,5
2016-06-13,"ICM/The Guardian",2001,0.021,NA,34,4,30,8,19,4
2016-06-14,"Ipsos MORI/Evening Standard",1257,0.026,NA,35,4,34,9,10,5
2016-06-16,"ComRes/Sunday Mirror, Independent on Sunday",2046,0.021,NA,34,4,29,8,19,5
2016-06-17,Opinium/Observer,2006,0.021,NA,34,4,30,6,18,6
2016-06-22,Opinium,3011,0.017,NA,34,4,30,6,19,6
2016-06-25,"Survation/Mail on Sunday",1033,0.028,NA,32,4,32,9,16,4
2016-06-26,"ICM/The Guardian",2001,0.021,NA,36,5,32,7,15,5
2016-06-30,Opinium,2006,0.021,NA,34,4,29,7,17,5
2016-07-03,ICM,1979,0.021,NA,37,4,30,8,15,5
2016-07-05,"Survation/Constitutional Research Council",1008,0.03,NA,36,,32,9,12,6
2016-07-10,ICM,2025,0.021,NA,38,4,30,8,15,5
2016-07-11,"Ipsos MORI",1021,0.029,NA,36,4,35,11,8,5
2016-07-15,ICM,2027,0.021,NA,39,4,29,9,14,4
2016-07-18,YouGov,1891,0.022,NA,40,3,29,9,12,7
2016-07-22,Opinium/Observer,2231,0.02,NA,37,4,31,6,15,6
2016-07-24,ICM,2012,0.022,NA,43,4,27,8,13,4
2016-07-26,"YouGov/The Times",1680,0.023,NA,40,4,28,8,13,7
2016-08-02,"YouGov/The Times",1722,0.023,NA,42,3,28,8,12,6
2016-08-08,TNS,1199,0.028,NA,39,7,26,10,11,4
2016-08-09,"YouGov/The Times",1692,0.023,NA,38,4,31,8,13,7
2016-08-15,"Ipsos MORI/Evening Standard",1017,0.031,NA,45,4,34,7,6,4
2016-08-15,ICM,2010,0.021,NA,40,4,28,8,14,4
2016-08-17,"YouGov/The Times",1677,0.023,NA,38,4,30,9,13,7
2016-08-22,"Lord Ashcroft Polls",8011,0.011,NA,40,3,31,7,13,5
2016-08-23,"YouGov/The Times",1660,0.024,NA,40,3,29,8,13,6
2016-08-28,"ICM/The Guardian",2040,0.021,NA,41,4,27,9,13,4
2016-08-31,"YouGov/The Times",1687,0.023,NA,38,4,30,7,14,6
2016-09-05,"YouGov/The Times",1616,0.024,NA,40,3,29,7,13,7
2016-09-11,"ICM/The Guardian",2013,0.021,NA,41,4,27,8,14,5
2016-09-14,"YouGov/The Times",1732,0.023,NA,38,4,31,7,13,6
2016-09-14,"Ipsos MORI/Evening Standard",1000,0.03,NA,40,5,34,6,9,4
2016-09-21,"YouGov/The Times",3285,0.017,NA,39,3,30,8,13,6
2016-09-23,"ICM/Sun on Sunday",2015,0.021,NA,41,4,26,8,14,5
2016-09-23,BMG,2026,0.021,NA,39,5,28,8,13,5
2016-09-29,"YouGov/The Times",1658,0.023,NA,39,3,30,8,13,6
2016-10-09,"ICM/The Guardian",2017,0.022,NA,43,6,26,8,11,4
2016-10-12,"YouGov/The Times",1669,0.024,NA,42,3,28,9,11,6
2016-10-17,"Ipsos MORI",1016,0.031,NA,47,4,29,7,6,6
2016-10-20,"YouGov/Election Data",1608,0.024,NA,42,5,26,8,12,6
2016-10-24,BMG,1546,0.025,NA,42,4,28,8,12,5
2016-10-25,"YouGov/The Times",1655,0.024,NA,40,3,27,11,11,7
2016-10-30,"ICM/The Guardian",2040,0.021,NA,43,5,27,8,12,4
2016-11-01,"YouGov/The Times",1608,0.024,NA,41,4,27,10,11,6
2016-11-04,Opinium,2001,0.021,NA,40,4,32,6,13,6
2016-11-14,"Ipsos MORI",1013,0.03,NA,42,3,33,10,7,5
2016-11-15,"YouGov/The Times",1717,0.023,NA,42,4,28,8,11,7
2016-11-18,Opinium,2005,0.022,NA,41,3,29,7,12,6
2016-11-20,"ICM/The Guardian",2031,0.021,NA,42,3,28,9,11,4
2016-11-22,"YouGov/The Times",1693,0.023,NA,41,4,28,9,12,6
2016-11-27,"ICM/The Guardian",2009,0.022,NA,44,4,28,7,12,4
2016-11-29,"YouGov/The Times",1624,0.024,NA,39,4,27,9,14,6
2016-12-05,"YouGov/The Times",1667,0.024,NA,42,4,25,11,12,6
2016-12-11,"ICM/The Guardian",2049,0.021,NA,41,3,27,9,14,4
2016-12-12,"Ipsos MORI",1003,0.03,NA,40,3,29,14,9,4
2016-12-16,Opinium/Observer,2000,0.021,NA,38,4,31,6,13,6
2016-12-19,"YouGov/The Times",1595,0.024,NA,39,4,24,12,14,6
2017-01-04,"YouGov/The Times",1740,0.023,NA,39,4,26,10,14,6
2017-01-08,"ICM/The Guardian",2000,0.022,NA,42,4,28,9,12,4
2017-01-10,"YouGov/The Times",1660,0.023,NA,39,3,28,11,13,6
2017-01-12,Opinium/Observer,2007,0.021,NA,38,4,30,7,14,5
2017-01-13,"Survation/Mail on Sunday",1177,0.028,NA,38,2,29,10,13,4
2017-01-16,"Ipsos MORI",1132,0.029,NA,43,4,31,11,6,4
2017-01-18,"YouGov/The Times",1654,0.024,NA,42,3,25,11,12,6
2017-01-22,"ICM/The Guardian",2052,0.021,NA,42,5,26,10,13,4
2017-01-24,"YouGov/The Times",1643,0.024,NA,40,3,24,10,14,6
2017-01-31,"YouGov/The Times",1705,0.023,NA,40,4,26,11,12,6
2017-02-01,Opinium/Observer,2005,0.021,NA,37,5,30,8,14,5
2017-02-05,"ICM/The Guardian",1984,0.022,NA,42,4,27,10,12,5
2017-02-06,"YouGov/The Times",1984,0.022,NA,40,4,24,11,14,6
2017-02-10,"ComRes/Sunday Mirror, Independent on Sunday",1218,0.028,NA,41,4,26,11,11,5
2017-02-13,"YouGov/The Times",2052,0.021,NA,40,4,24,11,15,6
2017-02-14,"Ipsos MORI/Evening Standard",1014,0.03,NA,40,4,29,13,9,5
2017-02-16,Opinium/Observer,2004,0.021,NA,40,4,27,8,14,5
2017-02-19,"ICM/The Guardian",2028,0.022,NA,44,4,26,8,13,4
2017-02-22,"YouGov/The Times",2060,0.021,NA,41,3,25,11,13,6
2017-02-28,"YouGov/The Times",1666,0.024,NA,42,4,25,11,12,6
2017-03-05,"ICM/The Guardian",1787,0.023,NA,44,5,28,8,11,4
2017-03-09,"YouGov/The Times",1598,0.024,NA,44,3,25,10,11,6
2017-03-14,"YouGov/The Times",1631,0.024,NA,44,4,27,10,9,5
2017-03-14,"Ipsos MORI",1032,0.03,NA,43,4,30,13,6,4
2017-03-15,GfK,1938,0.022,NA,41,6,28,7,12,5
2017-03-17,Opinium/Observer,2007,0.022,NA,41,3,28,8,13,6
2017-03-17,"ComRes/Sunday Mirror, Independent on Sunday",2026,0.021,NA,42,4,25,12,10,5
2017-03-19,"ICM/The Guardian",2012,0.022,NA,45,4,26,9,10,4
2017-03-21,"YouGov/The Times",1627,0.024,NA,41,3,25,11,12,6
2017-03-27,"YouGov/The Times",1957,0.022,NA,43,3,25,11,10,6
2017-04-02,"ICM/The Guardian",2005,0.022,NA,43,4,25,11,11,5
2017-04-06,"YouGov/The Times",1651,0.024,NA,42,3,25,11,11,8
2017-04-13,"YouGov/The Times",2069,0.021,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zs2ifb9u3g/TimesResults_170413_VI_Trackers.pdf,44,4,23,12,10,6
2017-04-13,Opinium/Observer,2002,0.021,NA,38,5,29,7,14,5
2017-04-13,"ComRes/Sunday Mirror, Independent on Sunday",2026,0.022,NA,46,4,25,11,9,4
2017-04-17,ICM,1000,0.031,https://www.icmunlimited.com/polls/,44,4,26,12,11,4
2017-04-18,"ICM/The Guardian",1000,0.031,https://www.icmunlimited.com/wp-content/uploads/2017/04/2017_guardian_campaign_poll1_april18.pdf,46,4,25,11,8,4
2017-04-19,"YouGov/The Times",1727,0.024,https://twitter.com/SamCoatesTimes/status/854802665116717056,48,,24,12,7,
2017-04-20,Opinium/Observer,2003,0.022,NA,45,3,26,11,9,4
2017-04-20,"ComRes/Sunday Mirror",2074,0.022,http://www.comresglobal.com/wp-content/uploads/2017/04/Sunday-Mirror-Voting-Intention-and-Political-Poll-April-2017-Data-Tables.pdf,50,3,25,11,7,4
2017-04-21,"YouGov/Sunday Times",1590,0.025,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hxfn0j417w/SundayTimesResults_170421_VI_W.pdf,48,3,25,12,5,6
2017-04-21,ICM/ITV,2027,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/04/2017_peston_campaign_poll2.pdf,48,3,26,10,8,4
2017-04-22,"Survation/Mail on Sunday",2072,0.021,http://survation.com/wp-content/uploads/2017/04/MOS-GE-Tables-I-2c0d7h2-2004SWCH.pdf,40,2,29,11,11,4
2017-04-24,Panelbase,1026,0.031,http://www.panelbase.com/media/polls/W10470maintablesforpublication240417.pdf,49,3,27,10,5,5
2017-04-24,"Kantar Public",1196,0.028,http://www.tns-bmrb.co.uk/sites/tns-bmrb/files/KPUK%20Tables%20%26%20Method%20note%2025.4.2017.pdf,46,4,24,11,8,5
2017-04-24,ICM/Guardian,2024,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/04/2017_guardian_campaign_poll3.pdf,48,3,27,10,7,4
2017-04-25,"Ipsos MORI/Evening Standard",1004,0.031,https://www.ipsos-mori.com/Assets/Docs/Polls/pm-april-2017-tables.pdf,49,1,26,13,4,4
2017-04-26,"YouGov/The Times",1590,0.024,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8nchxu7nac/TimesResults_170426_VI_Trackers_W.pdf,45,3,29,10,7,7
2017-04-27,"ORB/The Telegraph",2093,0.021,https://www.orb-international.com/perch/resources/orb-results-26th-27th-april-sunday.pdf,42,,31,10,8,4
2017-04-28,"YouGov/The Times",1612,0.024,https://twitter.com/NCPoliticsUK/status/858457703462690816,44,2,31,11,6,4
2017-04-28,"Opinium/The Observer",2007,0.022,http://opinium.co.uk/political-polling-25th-april-2017/,47,3,30,8,7,5
2017-04-28,"ICM/Sun on Sunday",2012,0.022,https://twitter.com/NCPoliticsUK/status/858652814138114049,47,4,28,9,8,4
2017-05-02,Panelbase,1034,0.03,http://www.panelbase.com/media/polls/W10470w2TablesForPublication020517.pdf,47,2,30,10,5,4
2017-05-02,"Kantar TNS",1205,0.028,http://www.tns-bmrb.co.uk/sites/tns-bmrb/files/KPUK%20Tables%20and%20Method%20Note%203.5.2017.pdf,48,4,24,11,7,4
2017-05-02,"ICM/The Guardian",1970,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/05/2017_guardian_campaignpoll4_april28-02may.pdf,47,4,28,8,8,3
2017-05-03,"YouGov/The Times",2066,0.022,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dpzz1r8u3o/TimesResults_170503_VI_Trackers_with_Slogans_W.pdf,48,2,29,10,5,4
2017-05-03,Opinium,2005,0.022,http://opinium.co.uk/wp-content/uploads/2017/05/VI-02-05-2017-Tables-v1.xls,46,2,30,9,7,4
2017-05-04,ORB/Telegraph,1550,0.025,http://orb-international.com/perch/resources/orb-the-telegraph-3rd-4th-may.pdf,46,,31,9,8,3
2017-05-05,"YouGov/Sunday Times",1644,0.024,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mrfbguqp4r/SundayTimesResults_170505_VI_W.pdf,47,2,28,11,6,5
2017-05-05,"ICM/Sun on Sunday",2020,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/05/2017_sunonsunday_campaign_poll2_may7.pdf,46,4,28,10,8,4
2017-05-06,"Survation/Good Morning Britain",1005,0.031,http://survation.com/wp-content/uploads/2017/05/Final-GMB-GE2017-Poll-I-050517TOCH-1c0d0h5.pdf,47,3,30,7,4,5
2017-05-07,"ICM/The Guardian",2038,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/05/2017_guardian_poll5_may5-7.pdf,49,3,27,9,6,4
2017-05-08,"Kantar TNS",1201,0.028,http://www.tns-bmrb.co.uk/sites/tns-bmrb/files/KPUK%20data.tables%209.5.17.pdf,44,5,28,11,8,4
2017-05-09,Panelbase,1027,0.031,http://www.panelbase.com/media/polls/W10407w3tablesforpublication090517.pdf,48,2,31,8,5,4
2017-05-10,"YouGov/The Times",1651,0.024,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fko52um47n/TimesResults_170510_VI_Trackers_W.pdf,46,2,30,11,5,6
2017-05-11,"ORB/Sunday Telegraph",1508,0.025,http://www.telegraph.co.uk/news/2017/05/13/exclusive-telegraph-orb-poll-conservatives-lead-across-social/,46,,32,8,7,
2017-05-12,"YouGov/The Times",1630,0.024,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1b8yww4g1l/SundayTimesResults_170512_VI_W.pdf,49,2,31,9,3,5
2017-05-12,Opinium/Observer,2003,0.022,http://opinium.co.uk/political-polling-9th-may-2017/,47,2,32,8,5,5
2017-05-12,"ComRes/Sunday Mirror",2007,0.022,http://www.mirror.co.uk/news/politics/labour-jeremy-corbyn-tories-poll-10415806,48,3,30,10,5,4
2017-05-13,"Survation/Good Morning Britain",1016,0.031,http://survation.com/wp-content/uploads/2017/05/Final-GMB-II-Tables-120517TOCH-1c0d1h6.pdf,48,2,30,8,4,4
2017-05-14,"ICM/The Guardian",2030,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/05/2017_guardian_campaign_poll6.pdf,48,3,28,10,6,4
2017-05-14,"GfK/Business Insider",1952,0.022,http://uk.businessinsider.com/exclusive-poll-theresa-may-set-to-win-a-huge-majority-in-the-general-election-2017-5,48,3,28,7,5,
2017-05-15,Panelbase,1026,0.031,http://www.panelbase.com/media/polls/W10470w4tablesforpublication150517.pdf,47,3,33,7,5,3
2017-05-15,"Kantar TNS",1201,0.028,http://www.tns-bmrb.co.uk/sites/tns-bmrb/files/KPUK%20-%20Polling%20tables%20-%2016.5.2017_0.pdf,47,4,29,8,6,4
2017-05-17,"YouGov/The Times",1861,0.023,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/txtodyx8bk/TimesResults_170517_VI_Trackers_W.pdf,45,2,32,8,6,5
2017-05-17,Opinium/Observer,2003,0.022,http://opinium.co.uk/wp-content/uploads/2017/05/VI-16-05-2017-Tables.xls,46,2,33,8,5,5
2017-05-17,"Ipsos MORI/Evening Standard",1053,0.03,https://www.ipsos.com/sites/default/files/2017-05/pm-may-2017-tables.pdf,49,3,34,7,2,6
2017-05-18,"ORB/Sunday Telegraph",1551,0.025,http://www.orb-international.com/perch/resources/voting-intention-19-05-2017-1.pdf,46,,34,7,7,4
2017-05-19,"YouGov/Sunday Times",1925,0.022,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wvyc3lofp5/SundayTimesResults_170519_VI_W.pdf,44,,35,9,3,
2017-05-20,"Survation/Mail on Sunday (online)",1017,0.031,http://survation.com/wp-content/uploads/2017/05/Final-MoS-Poll-190517GOCH-1c0d1h7.pdf,46,1,34,8,3,4
2017-05-20,"Survation/Good Morning Britain (teleph.)",1034,0.03,http://survation.com/wp-content/uploads/2017/05/Final-GMB-GE2017-III-Tables-190517TOCH-1c0d3h4.pdf,43,2,34,8,4,3
2017-05-21,"ICM/The Guardian",2004,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/05/2017_guardian_poll_campaign7_may17.pdf,47,2,33,9,4,4
2017-05-22,"Kantar Public",1200,0.028,http://www.tns-bmrb.co.uk/sites/tns-bmrb/files/KPUK%20Polling%20tables%20-%2023.5.2017.pdf,42,4,34,9,4,4
2017-05-24,Opinium/Observer,2002,0.022,http://opinium.co.uk/wp-content/uploads/2017/05/VI-23-05-2017-Full-Tables.xls,45,2,35,7,5,5
2017-05-25,"YouGov/The Times",2052,0.021,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dcfgflapq2/TimesResults_170525_VI_Trackers_Terrorism_W.pdf,43,1,38,10,4,5
2017-05-25,"SurveyMonkey/The Sun",6000,0.013,https://www.thesun.co.uk/news/3659489/tories-set-to-increase-majority-as-sun-poll-shows-them-with-eight-point-lead-over-labour-because-voters-want-may-as-pm/,44,,36,6,4,
2017-05-25,"ORB/Sunday Telegraph",1556,0.025,https://www.orb-international.com/perch/resources/orb-telegraph-26th-may.pdf,44,,38,7,5,4
2017-05-26,"YouGov/The Times",2003,0.022,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fpwbs2u7v8/SundayTimesResults_170526_VI_W.pdf,43,2,36,9,4,4
2017-05-26,"ICM/The Sun",2044,0.022,https://www.thesun.co.uk/news/3666236/theresa-may-terror-crisis-general-election-poll-lead/,46,2,32,8,5,4
2017-05-26,ComRes,2024,0.022,http://www.comresglobal.com/wp-content/uploads/2017/05/Independent-Sunday-Mirror-VI-26th-May-2017_694814867.pdf,46,2,34,8,5,4
2017-05-27,"Survation/Good Morning Britain",1009,0.031,http://survation.com/wp-content/uploads/2017/05/Final-GMB-GE2017-IV-Tables-260517TOCH-1c0d0h9.pdf,43,1,37,8,4,3
2017-05-29,"ICM/The Guardian",2002,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/05/2017_guardian_poll8_may26-29.pdf,45,3,33,8,5,4
2017-05-30,YouGov,53464,0.004,https://yougov.co.uk/uk-general-election-2017/,41,2,38,9,4,4
2017-05-30,"Kantar Public",1199,0.028,http://www.tns-bmrb.co.uk/sites/tns-bmrb/files/KPUK%20-%20final%20tables%20-%2031.5.2017.pdf,43,3,33,11,4,4
2017-05-31,"YouGov/The Times",1875,0.022,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/imdk9bjaff/TimesResults_170531_VI_Trackers_W.pdf,42,2,39,7,4,4
2017-05-31,"SurveyMonkey/The Sun",19000,0.007,https://www.thesun.co.uk/news/3692220/theresa-mays-poll-lead-tightens-to-six-points-but-she-remains-on-course-to-win-election-sun-survey-reveals/,44,,38,6,4,
2017-05-31,Opinium/Observer,NA,,https://www.theguardian.com/politics/2017/jun/03/theresa-may-approval-rating-sinks-as-tory-lead-shrinks-to-six-points,43,2,37,6,5,
2017-06-01,Panelbase,1224,0.028,http://www.panelbase.com/media/polls/W10470w6tablesforpublication010617.pdf,44,2,36,7,5,5
2017-06-01,"Ipsos MORI/ Evening Standard",1046,0.03,https://www.ipsos.com/sites/default/files/2017-06/pm-june-2017-topline.pdf,45,2,40,7,2,3
2017-06-02,"YouGov/Sunday Times",1989,0.022,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f3ruqo8k0q/SundayTimesResults_170602_VI_W.pdf,42,2,38,9,4,4
2017-06-02,YouGov,51945,0.004,https://yougov.co.uk/uk-general-election-2017/,42,2,38,9,3,4
2017-06-02,"ICM/The Sun on Sunday",2051,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/06/2017_sunonsunday_poll4_final.pdf,45,3,34,9,5,4
2017-06-02,ComRes,2038,0.022,http://www.independent.co.uk/news/uk/politics/theresa-may-ratings-negative-comres-poll-first-time-labour-conservative-jeremy-corbyn-latest-a7771171.html,47,1,35,8,4,
2017-06-03,"Survation/Mail on Sunday",1049,0.03,http://survation.com/wp-content/uploads/2017/06/Final-MoS-Post-BBC-Event-Poll-020617SWCH-1c0d4h9.pdf,40,,39,8,5,4
2017-06-04,YouGov,53241,0.004,https://yougov.co.uk/uk-general-election-2017/,42,2,38,9,4,4
2017-06-04,"ICM/The Guardian",2000,0.022,https://www.icmunlimited.com/wp-content/uploads/2017/06/2017_guardian_poll9_2-4june.pdf,45,3,34,8,5,4
2017-06-06,"SurveyMonkey/The Sun",11000,0.009,https://www.thesun.co.uk/news/3739747/theresa-may-poll-terrorism-election-london-bridge/,42,2,38,6,4,3
2017-06-06,Opinium,3002,0.018,http://opinium.co.uk/political-polling-4th-june-2017/,43,2,36,8,5,5
2017-06-07,"YouGov/The Times",2130,0.021,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d8zsb99eyd/TimesResults_FINAL%20CALL_GB_June2017_W.pdf,42,2,35,10,5,5
2017-06-07,Survation,2798,0.018,http://survation.com/wp-content/uploads/2017/06/Survation-GE2017-Final-Poll-2d7l9l8.pdf,41,2,40,8,2,4
2017-06-07,Qriously/Wired,2213,0.02,http://www.wired.co.uk/article/election-polls-labour-conservative-winner,39,,41,6,4,3
2017-06-07,Panelbase,3018,0.018,http://www.panelbase.com/media/polls/W10470w7tablesforpublication.pdf,44,2,36,7,5,4
2017-06-07,"Kantar Public",2159,0.021,http://uk.kantar.com/ge2017/2017/conservatives-heading-for-election-win/,43,2,38,7,4,4
2017-06-07,"Ipsos MORI/Evening Standard",1291,0.027,https://www.ipsos.com/sites/default/files/2017-06/pm-election-2017-final-tables.pdf,44,2,36,7,4,5
2017-06-07,"ICM/The Guardian",1532,0.025,https://www.icmunlimited.com/wp-content/uploads/2017/06/2017_guardian_prediction_PRELIM_1500.pdf,46,2,34,7,5,5
2017-06-07,ComRes/Independent,2051,0.021,http://www.comresglobal.com/wp-content/uploads/2017/06/Independent_FINAL-VI-and-Political-Poll_7th-June-2017_130392.pdf,44,2,34,9,5,4
2017-06-07,"BMG/The Herald",1199,0.028,http://www.heraldscotland.com/news/15334427.Britain_at_crossroads_as_eve_of_poll_survey_suggests_May_heading_for_landslide_victory/,46,3,33,8,5,4
2017-06-10,"Survation/Mail on Sunday",1036,0.03,http://survation.com/wp-content/uploads/2017/06/Post-Election_Poll_June10.pdf,39,,45,7,3,3
2017-06-17,"Survation/Good Morning Britain",1005,0.031,http://mailchi.mp/survation/post-election-poll-for-the-mail-on-sunday-1118693,41,1,44,6,2,3
2017-06-21,Panelbase,5481,0.013,http://www.panelbase.com/media/polls/W10470w8tablesforpublication260617.pdf,41,1,46,6,2,3
2017-06-29,Opinium/Observer,2010,0.022,http://opinium.co.uk/wp-content/uploads/2017/07/VI-27-06-2017-Tables.xlsx,39,2,45,5,5,3
2017-06-30,Survation,1017,0.03,http://survation.com/wp-content/uploads/2017/07/Final-Survation-UK-Attitudes-Tracker-280617MMDLLMTDC-1c0d1h7-chd.pdf,41,2,40,7,2,2
2017-07-03,"ICM/The Guardian",2044,0.021,https://www.theguardian.com/politics/blog/live/2017/jul/04/kensington-mp-joins-calls-for-grenfell-tower-inquiry-chair-to-be-replaced-politics-live?page=with:block-595b76dae4b0cddfab35e767#block-595b76dae4b0cddfab35e767,41,3,43,7,3,
2017-07-06,"YouGov/The Times",1648,0.024,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pk6fh24cmh/TimesResults_170706_VotingIntention_W.pdf,38,1,46,6,4,4
2017-07-11,"YouGov/The Times",1700,0.024,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3gnej2eb9r/TimesResults_170711_VI_Trackers_W.pdf,40,1,45,7,2,4
2017-07-14,Opinium,2013,0.022,http://opinium.co.uk/wp-content/uploads/2017/07/VI-11-07-17-Tables-2.xlsx,41,2,43,5,5,3
2017-07-15,"Survation/Mail on Sunday",1024,0.03,http://survation.com/wp-content/uploads/2017/07/Final-MoS-Brexit-Poll-Tables-140717GOCH-1c0d2h4.pdf,39,1,42,8,6,4
